word1,word2,score,,,P1,P2,100-3,100-5,100-7,200-3,200-5,200-7,300-3,300-5,300-7,400-3,400-5,400-7,500-3,500-5,500-7,128-3,128-5,128-7,256-3,256-5,256-7,512-3,512-5,512-7
gun,cannon,5.68,,212,بندوق,توپ,0.5414668,0.5357849,0.51812005,0.41179982,0.3629501,0.36556256,0.4288376,0.38548535,0.40964162,0.39576373,0.35492915,0.30556798,0.33820087,0.3713538,0.32722983,0.572797,0.47061044,0.4399184,0.3886778,0.34975597,0.3671725,0.34235147,0.3648724,0.3306586
grass,blade,4.57,,213,گھاس,بلیڈ,0.22464356,0.2603529,0.26898178,0.22872785,0.24835807,0.2488347,0.22469832,0.17972799,0.18457404,0.21355566,0.19598724,0.16481598,0.19460805,0.14450337,0.18059778,0.18222424,0.23221658,0.23944753,0.2685582,0.20581782,0.16699204,0.19127402,0.19267349,0.16457671
ball,basket,1.67,,214,گیند,ٹوکری,0.229528,0.2623905,0.20969948,0.20093684,0.14943595,0.14618291,0.21930411,0.17757276,0.10406318,0.21319295,0.14867617,0.10126568,0.18985221,0.103599936,0.10152143,0.22972798,0.23332319,0.17786276,0.20459315,0.18737987,0.11034033,0.2010452,0.11237051,0.10215098
hose,garden,1.67,,215,نلی,باغ,0.23442596,0.1325047,0.12040892,0.08331714,0.043405175,0.0693133,0.07824325,0.06317732,0.03629066,0.07648601,0.021217596,0.019090459,0.067553334,0.015619841,0.025698464,0.08129379,0.1903926,0.1334493,0.121999405,0.11064774,0.05239699,0.05157187,-0.000430532,0.043056615
boy,kid,7.5,,216,لڑکا,بچہ,0.809196,0.80094594,0.8210441,0.7117656,0.6894323,0.6889989,0.6250395,0.6326545,0.6299049,0.58012974,0.59380966,0.56529963,0.54349285,0.53820586,0.5293937,0.78055346,0.79402995,0.7743388,0.6589111,0.64285266,0.6148647,0.54289556,0.5565126,0.54592615
tower,bell,1.9,,219,ٹاور,بیل,0.029311307,0.023355244,0.03615957,-0.021746153,-0.003270921,-0.038256086,0.0463994,0.056815736,0.01226124,0.049830142,-0.00259943,-9.51E-05,0.040133532,0.028747818,0.00015153,0.02665205,0.009401698,0.002693109,0.032042436,0.045659523,0.053720597,0.049466744,0.008181451,0.004172047
father,parent,7.07,,220,باپ,والدین,0.688986,0.69461495,0.68208766,0.6478586,0.6249034,0.6366301,0.6175798,0.6070553,0.6083806,0.57489246,0.5937701,0.58869827,0.546425,0.5475518,0.55422777,0.6734805,0.650403,0.67125905,0.6150875,0.60651034,0.6051797,0.54607743,0.5380735,0.54304475
school,grade,4.42,,221,اسکول,گریڈ,0.22623394,0.28006974,0.26658833,0.17369859,0.171714,0.15583867,0.13872495,0.13525572,0.16548978,0.12485131,0.15146188,0.14795934,0.11003326,0.14537752,0.14976992,0.19579297,0.24331024,0.24930443,0.14680648,0.16635974,0.14589608,0.12590504,0.16132921,0.11893008
parent,adult,5.37,,222,والدین,بالغ,0.22725287,0.21879199,0.23849757,0.17836013,0.16166753,0.21184364,0.17279822,0.17500788,0.17014784,0.17351072,0.17120087,0.16551667,0.14710286,0.16511261,0.165279,0.21939728,0.17922977,0.22457382,0.13184549,0.2034334,0.17940584,0.14159468,0.16309595,0.16542697
bar,jail,1.9,,223,بار,جیل,0.11453641,0.088227175,0.1285757,0.030316828,0.045199197,0.059370935,0.025488133,0.036899533,0.066293344,0.03884899,0.056821756,0.06283916,0.03930689,0.057880882,0.06253357,0.048532464,0.036987968,0.07368976,0.028779063,0.04807115,0.070906445,0.045319594,0.04851521,0.048199512
car,highway,3.4,,224,گاڑی,ہائیوے,0.25032514,0.32680312,0.31711093,0.1603929,0.1806045,0.20255168,0.08821258,0.10024366,0.0975289,0.019253975,0.087164715,0.09414296,0.040928397,0.10174323,0.07217075,0.24565041,0.25739717,0.31032646,0.08036451,0.075692676,0.0989185,0.043471843,0.04351478,0.05417529
dictionary,definition,6.25,,225,ڈکشنری,تعریف,0.08627263,0.04294559,0.08430582,0.011111349,0.03700615,0.09267405,0.045442034,0.033086665,0.035726596,0.060350552,0.0195627,0.040324107,0.069670565,0.003925487,0.033449188,0.07215031,0.034753382,0.033107188,0.04362853,0.014478953,0.03865888,0.07225868,0.042436153,0.056939296
door,cellar,1.97,,226,دروازے,گودام,0.36464578,0.4138008,0.37613758,0.30963498,0.30828652,0.27267465,0.2597648,0.27545807,0.22900835,0.22414608,0.22619861,0.19575088,0.2201609,0.21037449,0.19211914,0.35151187,0.38627768,0.3344603,0.26381776,0.2872162,0.24423134,0.22276598,0.21848887,0.2197299
army,legion,5.95,,227,فوج,لشکر,0.31839678,0.3277383,0.41628325,0.22618689,0.24879836,0.22588891,0.19666941,0.20165883,0.21892424,0.20867613,0.1890669,0.16766603,0.18209071,0.1593303,0.1628229,0.22170702,0.29593843,0.27953774,0.17018318,0.18004486,0.20453143,0.18670271,0.15312645,0.16090025
metal,aluminum,7.25,,228,دھات,ایلومینیم,0.6171563,0.58252645,0.54181683,0.5299204,0.5196282,0.5221399,0.5493624,0.49083126,0.49999326,0.50201046,0.462102,0.43299717,0.45635659,0.45008412,0.43766338,0.59126943,0.55086136,0.558718,0.5272599,0.5330971,0.5227758,0.46531987,0.44641694,0.45656946
chair,bench,6.67,,229,کرسی,بینچ,0.16651128,0.2012335,0.17771314,0.22231022,0.17804977,0.18598887,0.20648016,0.13951358,0.17069405,0.20364955,0.18702321,0.17119725,0.1576573,0.18755001,0.14922437,0.24857324,0.15663864,0.16234052,0.20899197,0.17645365,0.14935304,0.18185072,0.18224403,0.14199401
cloud,fog,6,,230,بادل,دھند,0.33110702,0.28043243,0.24730869,0.25601774,0.26028654,0.25390664,0.24627966,0.237956,0.23327237,0.20811798,0.22972465,0.21853094,0.19838372,0.18901727,0.19480194,0.30881855,0.3216888,0.2612718,0.26448894,0.26138896,0.291183,0.18574364,0.19132043,0.24205521
boy,son,6.75,,231,لڑکا,بیٹا,0.63390243,0.6401398,0.6396415,0.54524046,0.5173091,0.5319875,0.4747062,0.4721268,0.45877013,0.430406,0.43032277,0.42125848,0.4156247,0.38564116,0.39349347,0.61862135,0.62168586,0.62314713,0.5081372,0.47465745,0.47355387,0.39541453,0.41227186,0.3962351
water,ice,6.47,,232,پانی,برف,0.46278316,0.53251,0.5405632,0.47512758,0.47295085,0.4641851,0.43867135,0.4317684,0.3962558,0.3865395,0.35949814,0.39376298,0.36105722,0.33969516,0.33209428,0.5001701,0.5143763,0.54628605,0.46030498,0.43232864,0.4452615,0.36398196,0.37025654,0.33844805
bed,blanket,3.02,,233,بستر,کمبل,0.5051468,0.5202248,0.51457304,0.46236247,0.4449324,0.42879218,0.42622718,0.389085,0.3967759,0.38163683,0.36910003,0.38218042,0.3640837,0.31825915,0.32674152,0.5007863,0.49038303,0.4787185,0.4376522,0.4412119,0.41243273,0.3707633,0.36124265,0.31207561
area,zone,8.33,,235,ایریا,زون,0.5740191,0.62546986,0.5946992,0.5129563,0.51204467,0.5058654,0.46886247,0.4546125,0.45056263,0.4054318,0.41207358,0.41200688,0.38408542,0.36640704,0.3791882,0.5064951,0.5610698,0.5562517,0.5140209,0.49662822,0.5128442,0.3663707,0.36575174,0.36026806
business,company,9.02,,236,بزنس,کمپنی,0.14163874,0.15854909,0.13914922,0.15333009,0.11348304,0.13415556,0.17749065,0.14077921,0.13173111,0.1840136,0.14888716,0.13315722,0.18631004,0.15147528,0.13207662,0.16810559,0.11994413,0.12473627,0.1790956,0.14325601,0.12397191,0.17211947,0.14021078,0.13633785
clothes,fabric,5.87,,237,کپڑے,فیبرک,0.5125538,0.47995538,0.47219187,0.3804588,0.3914296,0.41704953,0.35606372,0.34845522,0.38361284,0.33024305,0.33808106,0.36986017,0.31126106,0.35078406,0.3112345,0.4635481,0.45438728,0.43480697,0.38929355,0.39210403,0.35634995,0.33429265,0.33347625,0.32366452
sweater,jacket,7.15,,238,سویٹر,جیکٹ,0.6568339,0.6575242,0.5988379,0.52619094,0.5233312,0.53550744,0.47564384,0.4422499,0.4205184,0.44657144,0.38105434,0.4108021,0.40539977,0.4019171,0.38983932,0.6664808,0.63929045,0.6070702,0.5058498,0.48752168,0.4778275,0.4345647,0.35998333,0.36541897
money,capital,6.67,,239,پیسے,دارالحکومت,-0.013265535,0.012428235,-0.008734373,-0.019074624,-0.017557174,-0.015606415,-0.045076676,-0.033458587,-0.004889421,-0.052784245,-0.060919303,-0.025026709,-0.03725426,-0.021159604,-0.02219975,-0.077472016,-0.104927674,-0.025407244,-0.03632377,-0.025001425,-0.002984464,-0.036958255,-0.022216259,-0.013195304
hand,foot,4.17,,240,ہاتھ,فٹ,0.020436397,0.04373196,-0.03840326,-0.03775696,-0.00686053,-0.023866788,-0.0408973,-0.010951598,-0.033104513,-0.043476857,-0.025725674,-0.021861054,-0.021669231,-0.018592251,-0.041961037,-0.024211042,0.000526218,-0.059421662,-0.039706986,-0.043371193,-0.040567495,-0.01987968,-0.005554151,-0.015290514
yard,inch,3.78,,242,یارڈ,انچ,0.2956124,0.29001456,0.23232444,0.32741368,0.30323184,0.21636406,0.2973359,0.2370785,0.23172487,0.27033094,0.28512713,0.24695128,0.26499113,0.22064523,0.2408573,0.34670514,0.21998948,0.2941485,0.31571,0.28420937,0.19548663,0.23591556,0.23772731,0.21302752
molecule,atom,6.45,,243,انو,ایٹم,-0.039412405,0.08798889,-0.023645146,-0.038091816,0.05965363,0.037575882,-0.08210914,0.000362564,-0.029063638,-0.06092744,-0.052459642,0.01075101,-0.05015597,-0.01261791,0.007929759,0.02194293,-0.000181865,-0.033263564,-0.044543386,-0.01998883,0.03625433,-0.0504271,-0.0071752,0.00479791
lens,camera,4.28,,244,لینس,کیمرے,0.58453023,0.612406,0.65138954,0.5430985,0.57248217,0.6041902,0.5075369,0.46649846,0.51847315,0.4565697,0.48891294,0.48492464,0.42416683,0.44603744,0.4440895,0.6091007,0.6127211,0.6304747,0.5343736,0.532687,0.53988254,0.4260497,0.44925332,0.42813814
meal,dinner,7.15,,245,کھانا,ڈنر,0.42171744,0.42055357,0.4230235,0.39353484,0.41852358,0.43174943,0.332326,0.37188765,0.36577556,0.31651548,0.3212356,0.35034207,0.29515976,0.29611918,0.29560542,0.4270502,0.4328476,0.43851128,0.35734668,0.39757267,0.39031374,0.30515563,0.30853876,0.30204698
god,devil,1.8,,247,خدا,شیطان,0.38672897,0.3840888,0.43368822,0.28598332,0.32105172,0.35934344,0.27047753,0.26095957,0.2922929,0.24595721,0.25284058,0.28914455,0.20750554,0.23137201,0.22939761,0.34559536,0.3891322,0.3587826,0.31704873,0.29311746,0.33899006,0.23771545,0.24290693,0.24980067
loop,belt,3.1,,248,لوپ,بیلٹ,0.32523015,0.31611806,0.34103748,0.255043,0.278109,0.29884258,0.17629135,0.25420696,0.2464439,0.17891662,0.23162729,0.20451143,0.13477606,0.19992208,0.17897022,0.34978813,0.34621167,0.2961563,0.25572392,0.28934643,0.25766307,0.1339218,0.184265,0.17852968
motor,engine,8.65,,250,موٹر,انجن,0.34051934,0.43133754,0.4217598,0.25860062,0.34828508,0.30923665,0.2946634,0.3171181,0.30827403,0.2850888,0.28694764,0.28138426,0.2575917,0.25212324,0.2672362,0.40115762,0.35329968,0.35473275,0.28838086,0.31260437,0.31424695,0.27140892,0.27736053,0.23163718
car,cab,7.42,,251,گاڑی,ٹیکسی,0.6341947,0.60882103,0.59952325,0.49577,0.499225,0.4801208,0.4576072,0.4388245,0.422289,0.4259585,0.39001283,0.3976693,0.4066682,0.37855384,0.38233313,0.56760746,0.5728147,0.57180387,0.48065147,0.47538885,0.43503362,0.41044986,0.38156736,0.38136965
cat,lion,6.75,,252,بلی,شیر,0.17618597,0.13352205,0.15683709,0.19827046,0.17514142,0.11291525,0.19151781,0.132024,0.1330507,0.17623943,0.092764586,0.14698303,0.1306194,0.115703814,0.08915288,0.16630085,0.16344427,0.15445372,0.16778105,0.077954024,0.12918216,0.12976308,0.11591176,0.08691464
size,magnitude,6.33,,253,سائز,جسامت,0.5807236,0.5772001,0.5804005,0.5754836,0.5716385,0.58480346,0.5463528,0.5564659,0.5561693,0.53282696,0.54649305,0.5494713,0.5194023,0.51996344,0.5186497,0.5917431,0.59588134,0.5881711,0.55927515,0.5480628,0.5692171,0.498806,0.5024512,0.49652517
reality,fantasy,1.03,,254,حقیقت,تصور,0.26975864,0.29043224,0.31780097,0.27464926,0.23982407,0.23720808,0.2313813,0.23116817,0.19526659,0.24044631,0.20254235,0.213551,0.22411217,0.19496226,0.17312509,0.2690748,0.27449527,0.26443997,0.24617618,0.2500489,0.23119906,0.22182775,0.20552604,0.17251661
door,gate,5.25,,255,دروازے,گیٹ,0.3196106,0.26743218,0.33110645,0.2786056,0.24847458,0.26332718,0.31919944,0.2645111,0.2347646,0.32923296,0.26155388,0.22958553,0.3117325,0.26151153,0.24221048,0.314608,0.27004468,0.26311,0.29842585,0.28732532,0.2606767,0.30494398,0.269192,0.26328266
tin,aluminum,6.42,,257,ٹن,ایلومینیم,0.35427755,0.33202913,0.28546622,0.29634675,0.22518788,0.23213935,0.27114728,0.20298125,0.21440342,0.2523777,0.17864253,0.15859298,0.2400543,0.21412016,0.20547846,0.34039316,0.24812672,0.22547124,0.2623171,0.26336995,0.22432844,0.22446261,0.19835348,0.19379309
bone,jaw,4.17,,258,ہڈی,جبڑے,0.53123915,0.48829293,0.48976654,0.44287813,0.46324217,0.48908722,0.3932864,0.41332135,0.38612443,0.36534125,0.35695323,0.38826457,0.35389224,0.3604949,0.35045776,0.5538384,0.5085553,0.49117532,0.42583835,0.42695555,0.42296106,0.3579768,0.34876496,0.33061957
cereal,wheat,3.75,,259,اناج,گندم,0.5225507,0.46262315,0.50428104,0.4705613,0.44992235,0.43888667,0.4347173,0.407042,0.407753,0.41234556,0.39664218,0.4040722,0.36693776,0.3846516,0.3361885,0.4880581,0.42948842,0.44241565,0.44394666,0.4346368,0.43545446,0.3964988,0.38253817,0.37741494
house,key,1.9,,260,گھر,چابی,0.29387492,0.3095447,0.26876557,0.21432127,0.19781709,0.18506558,0.20495237,0.20409079,0.19604003,0.18947825,0.18176547,0.15778469,0.16769597,0.1430425,0.120628245,0.30305865,0.25657594,0.2587226,0.20596573,0.22223635,0.23037286,0.15725175,0.14642134,0.14751376
blood,flesh,4.28,,261,خون,گوشت,0.40624076,0.42357963,0.4557318,0.3310717,0.2842498,0.26569533,0.28913108,0.2509846,0.25375432,0.27703264,0.2495511,0.24791119,0.24885903,0.2399003,0.24681444,0.43628168,0.4067858,0.4088661,0.25844175,0.28719068,0.23717669,0.2544584,0.25779647,0.22286096
door,corridor,3.73,,262,دروازے,راہداری,0.16058283,0.075289786,0.11465703,0.14606102,0.1669123,0.18471669,0.11445484,0.13344179,0.15029898,0.112444855,0.14168014,0.11116678,0.108446494,0.1167231,0.09436603,0.08486241,0.17316519,0.18583196,0.11513261,0.12827897,0.14663716,0.09260173,0.116021946,0.09348801
god,spirit,7.3,,263,خدا,روح,0.17896421,0.17999202,0.18576562,0.22996898,0.23668994,0.23381118,0.20039193,0.21092688,0.20940042,0.15819302,0.14424577,0.14853327,0.1201093,0.13940781,0.10765991,0.16827396,0.20366639,0.21838059,0.18525064,0.2048815,0.23677683,0.11132868,0.13108051,0.13309704
capability,competence,7.62,,264,صلاحیت,صلاحیت,0.99999994,1,1,1,0.99999994,1,1,1,1,1,1,1,1,0.99999994,1,1,1,1,1,1,1,1,1,1
abundance,plenty,8.97,,265,زیادہ,کافی,0.5179334,0.46422333,0.4118759,0.48780015,0.41514182,0.3734217,0.4587097,0.37851948,0.35756224,0.43887794,0.3736493,0.33589593,0.43355608,0.36064968,0.33081692,0.5086985,0.44740182,0.41390473,0.46669862,0.39107406,0.36283073,0.42560977,0.36407906,0.34031954
wall,brick,4.68,,267,دیوار,اینٹ,0.4643682,0.40799975,0.4873167,0.32042038,0.37462202,0.33354896,0.32584634,0.29750812,0.32768813,0.26938555,0.26436067,0.31084725,0.26161337,0.26417962,0.26335755,0.34686047,0.43121797,0.428573,0.34769714,0.30226824,0.3572867,0.2725768,0.26043922,0.30680174
horn,drum,2.68,,268,سینگ,ڈھول,-0.020715525,0.020112388,0.044426583,-0.012435817,0.08073128,0.09446078,0.07232493,0.08283308,0.03065737,-0.03609247,0.009377226,0.089431174,-0.002705116,0.044669747,0.048393026,0.07331308,0.102508396,0.09605809,0.06369634,0.12658492,0.035992116,0.08044678,0.010594912,0.049902536
organ,liver,6.15,,269,عضو,جگر,0.43088257,0.39838272,0.38472226,0.29134443,0.30546257,0.30930912,0.28942323,0.26244378,0.32244524,0.26015723,0.27314618,0.28243068,0.23200808,0.2365227,0.23455279,0.37003005,0.4049323,0.3442799,0.2981082,0.29484382,0.32937652,0.20584409,0.26568025,0.22840089
strength,might,7.07,,270,طاقت,قوت,0.70763344,0.7099055,0.6914865,0.6747049,0.6458124,0.63960594,0.6356098,0.59575635,0.5813662,0.650536,0.60458076,0.5750502,0.62184626,0.5875492,0.5769073,0.69239783,0.708272,0.6597119,0.6792974,0.60029846,0.5697355,0.61221594,0.5815933,0.5788088
phrase,word,5.48,,271,جملہ,لفظ,0.7185301,0.7452801,0.74199027,0.62310314,0.61979234,0.6447105,0.54584694,0.54028374,0.5649378,0.49432233,0.5354176,0.55912024,0.4611932,0.5013176,0.51877177,0.6938044,0.6999888,0.7021531,0.5806602,0.60623,0.5916533,0.47837692,0.4918902,0.50873315
band,parade,3.92,,272,بینڈ,پریڈ,0.23445874,0.28069517,0.27691102,0.19342348,0.17738062,0.18914944,0.14916277,0.16689706,0.14945653,0.12616797,0.14298351,0.13791943,0.13554129,0.13518237,0.16379924,0.1918357,0.21202502,0.2896796,0.1759215,0.16719517,0.16438377,0.1428355,0.12880081,0.12619394
stomach,waist,5.9,,273,پیٹ,کمر,0.44841385,0.43556628,0.4021565,0.35048196,0.35388932,0.35000739,0.31304455,0.28901282,0.2969581,0.29879716,0.23196368,0.25247496,0.2536533,0.24444287,0.2211333,0.36777318,0.4089968,0.4052684,0.32093567,0.3170334,0.31355497,0.24176964,0.28182805,0.24301872
cloud,storm,5.6,,274,بادل,طوفان,0.4007747,0.33407947,0.3909575,0.2656376,0.25771675,0.26690462,0.2360226,0.23444863,0.20305896,0.22342446,0.22001326,0.20527142,0.20056239,0.2073433,0.21357268,0.3063779,0.34647304,0.31275514,0.2360943,0.26756683,0.26487797,0.21918067,0.20499937,0.21530811
joy,pride,5,,275,خوشی,فخر,0.5760179,0.54955155,0.5682,0.5264904,0.5187443,0.5013779,0.50989705,0.49480838,0.46897036,0.49515358,0.49819505,0.4766025,0.48442972,0.47986442,0.46282494,0.56589895,0.55738175,0.52804,0.5220146,0.4806679,0.4768011,0.49370393,0.48024917,0.4643398
noise,rattle,6.17,,276,شور,ریل,0.11809799,0.1434997,0.034186352,0.08358557,0.08388877,0.053233895,0.12503652,0.09484037,0.056935694,0.12470338,0.07760415,0.090781614,0.06434344,0.07671215,0.0512592,0.14804457,0.05041699,0.07814352,0.18206471,0.091878116,0.06372182,0.06588006,0.061729677,0.09213558
beer,beverage,5.42,,278,بیئر,مشروبات,0.2815832,0.26599884,0.13419133,0.28513542,0.19314486,0.22312152,0.22476968,0.23100264,0.21132804,0.21938366,0.19495675,0.22105931,0.20851448,0.1842903,0.21506025,0.3428523,0.21110977,0.30332077,0.24684173,0.17475316,0.1819918,0.21464029,0.15381677,0.20314457
apple,juice,2.88,,280,سیب,رس,0.4676805,0.3746964,0.43703714,0.29751065,0.28041786,0.32424986,0.1862613,0.22124055,0.23398687,0.19002914,0.19203912,0.19424406,0.15015028,0.17365728,0.19244254,0.3227499,0.37435547,0.33234072,0.2517858,0.29551214,0.2538198,0.1414656,0.15627503,0.14278111
intelligence,logic,6.5,,281,ذہانت,منطق,0.20371628,0.1617501,0.20155835,0.18580438,0.13700867,0.13431135,0.14879724,0.14769611,0.17474303,0.15947829,0.14140067,0.10989506,0.16046335,0.12707292,0.111253135,0.1681265,0.14017877,0.11239941,0.18822093,0.12962726,0.124056995,0.13492914,0.13307105,0.10479288
communication,language,7.47,,282,بات,زبان,0.22710587,0.2085572,0.23572558,0.23877041,0.20990923,0.19368541,0.21636833,0.18312639,0.18071659,0.19244003,0.17339587,0.15102458,0.18766862,0.15867864,0.15148167,0.20382658,0.21717584,0.17601836,0.22210565,0.19087543,0.16912718,0.17266342,0.1487929,0.15137209
mink,fur,6.83,,283,منک,فر,-0.089066945,-0.05030347,0.01818851,-0.03506184,0.012083278,0.042263847,0.047836524,0.060711123,0.04700806,0.023071848,0.008389529,0.056539506,0.024173431,0.04336905,0.048360627,-0.010870361,-0.011405803,-0.009952921,0.012217194,0.060886756,0.07247552,-0.007870297,0.03059962,0.029804625
mob,crowd,7.85,,284,ہجوم,بھیڑ,0.45560867,0.44319525,0.47516358,0.40381715,0.40616676,0.40457943,0.394781,0.34533304,0.38359374,0.3716909,0.3710959,0.3491488,0.36164767,0.35635903,0.3220655,0.4298314,0.4323107,0.41215393,0.39618003,0.35955644,0.37916362,0.35428467,0.33858776,0.33530396
shore,coast,8.83,,285,ساحل,ساحل,1,1,0.99999994,1,1,1.0000001,1,1,1,1,1,1.0000001,0.99999994,1,1,1,0.99999994,1,1,1,1,1,1,1
wire,cord,7.62,,286,تار,ہڈی,0.30393627,0.20277233,0.22445367,0.25711325,0.20087664,0.21654584,0.22404513,0.24289322,0.1906527,0.222045,0.17338927,0.19442342,0.23965742,0.21399958,0.19983451,0.28719983,0.20350023,0.18903534,0.24597794,0.24047664,0.20153111,0.22875416,0.19427362,0.18719643
bird,turkey,6.58,,287,پرندہ,شترمرغ,0.38877773,0.4065322,0.44915795,0.3687944,0.34737316,0.37982017,0.30192992,0.33128193,0.3584129,0.23194677,0.30521098,0.29973194,0.2623302,0.27520823,0.29136753,0.3299688,0.31180206,0.4197874,0.3268303,0.30186722,0.33653212,0.2419253,0.25134867,0.25130215
bed,crib,7.3,,288,بستر,بیڈ,0.34934562,0.38905236,0.41473842,0.36950058,0.35378206,0.37560707,0.34315613,0.3677995,0.35573056,0.33402532,0.29358438,0.34720245,0.31939837,0.36119625,0.32115942,0.3480227,0.38161486,0.33322805,0.36899167,0.39808595,0.34414715,0.30740407,0.32246566,0.3267054
competence,ability,7.5,,289,صلاحیت,صلاحیت,0.99999994,1,1,1,0.99999994,1,1,1,1,1,1,1,1,0.99999994,1,1,1,1,1,1,1,1,1,1
cloud,haze,7.32,,290,بادل,غبار,0.49041203,0.47117776,0.4897181,0.39094806,0.38327622,0.36214256,0.40681738,0.30769825,0.29912493,0.3438893,0.35589474,0.27835044,0.34003207,0.3190988,0.29582965,0.3943674,0.4077312,0.40837693,0.37460092,0.35444316,0.34121728,0.34767833,0.3262635,0.28532726
bar,cage,2.8,,292,بار,پنجرا,0.16543724,0.0904007,-0.00942033,0.08705653,0.087966114,0.04409878,0.0728765,0.05573773,0.13229385,0.05189993,0.08945407,0.11126336,0.022842197,0.048152,0.035160445,0.11101433,0.092966735,0.021165462,0.08552451,0.08854391,0.11906344,0.016931226,0.010781016,0.015674911
water,salt,1.3,,293,پانی,نمک,0.5388905,0.5204185,0.52810174,0.45290485,0.41702458,0.41837665,0.43313423,0.36862954,0.35178006,0.35734394,0.31522438,0.3011301,0.3448589,0.27675456,0.28951195,0.5097727,0.50244975,0.49339634,0.38982219,0.417871,0.4033564,0.32556623,0.3036074,0.27815834
sense,intuition,7.68,,294,احساس,انفیکشن,0.24928404,0.19470099,0.17428961,0.19604415,0.20254333,0.15021923,0.19495903,0.17199363,0.1503106,0.19694959,0.15697613,0.13825643,0.15687166,0.13811655,0.15328294,0.23340523,0.19980377,0.17145766,0.20193675,0.17784172,0.1816088,0.16149214,0.14444555,0.1263378
situation,condition,6.58,,295,حالات,حالت,0.5859395,0.57608765,0.5711891,0.5400167,0.541749,0.55732113,0.50022876,0.4855189,0.50066847,0.4647853,0.48497584,0.48740685,0.4405018,0.4400192,0.45659,0.5628694,0.5621147,0.5560931,0.50476485,0.5033748,0.51289785,0.44171536,0.44264933,0.44136888
crime,theft,7.53,,296,جرم,چوری,0.37095422,0.3951378,0.3556431,0.29399946,0.28946257,0.33411884,0.23918419,0.28953218,0.291258,0.27823743,0.27822047,0.26899636,0.26804447,0.26250273,0.24434648,0.3220371,0.3486258,0.36780435,0.27098805,0.29205793,0.29239988,0.2669512,0.2717782,0.25411418
style,fashion,8.5,,297,انداز,فیشن,0.1306285,0.17032208,0.16008963,0.118438885,0.09976076,0.09127103,0.09009563,0.07597568,0.077216156,0.08213361,0.08428983,0.069507286,0.066223875,0.08444534,0.07444902,0.11260878,0.123960026,0.11969608,0.12543005,0.08957908,0.08183341,0.09408368,0.06657485,0.06708367
boundary,border,9.08,,298,حد,سرحد,0.20948452,0.19326574,0.2697449,0.14413321,0.1953914,0.19952898,0.14236683,0.16739765,0.19899441,0.14473356,0.14577234,0.15090533,0.109223776,0.14110059,0.14783193,0.18091322,0.26833147,0.24054302,0.1422644,0.18852955,0.20473993,0.11396008,0.117337,0.14082076
arm,body,4.05,,299,بازو,جسم,0.6054686,0.5862177,0.58353424,0.48189813,0.5065284,0.5184497,0.4417828,0.45761526,0.4564454,0.4133273,0.426988,0.43195397,0.4118556,0.41110283,0.41182923,0.5604067,0.5335328,0.54051757,0.48686767,0.464414,0.4724226,0.3936332,0.43423033,0.38705957
boat,car,2.37,,300,کشتی,گاڑی,0.58289534,0.59776866,0.5415721,0.50309396,0.498191,0.4904606,0.47375527,0.46316102,0.46428654,0.4478416,0.4534789,0.43640265,0.4086134,0.42466617,0.3943365,0.5501945,0.554579,0.50904363,0.4688741,0.45866793,0.4719768,0.41091752,0.42032933,0.3827946
bride,princess,2.8,,302,دلہن,شہزادی,0.49520144,0.52712893,0.47821018,0.4512456,0.41477516,0.37842873,0.3854953,0.33424896,0.31381708,0.3421332,0.30207223,0.3268736,0.3189406,0.28090364,0.2672651,0.49856046,0.47302556,0.46365556,0.45057994,0.40705314,0.35740033,0.31316873,0.2801507,0.2549922
heroine,hero,8.78,,303,ہیروئن,ہیرو,0.64584804,0.6019287,0.60570633,0.5680829,0.53654975,0.5460049,0.52434635,0.4774606,0.48668602,0.46528035,0.44355357,0.44162142,0.45659903,0.44760767,0.4244802,0.6007869,0.6117472,0.5834727,0.51178455,0.5164375,0.51801234,0.4501741,0.43686438,0.43834814
car,gauge,1.13,,304,گاڑی,گیج,0.24181303,0.20236105,0.2095891,0.13784064,0.16987033,0.12064344,0.11110855,0.12171849,0.1392176,0.13571042,0.103629455,0.12280322,0.110070616,0.119314395,0.10860702,0.2196384,0.1623317,0.16642818,0.16510615,0.0967041,0.129271,0.108428404,0.10716458,0.13763982
insect,bee,6.07,,305,کیڑے,مکھی,0.5099956,0.5038068,0.548643,0.4017445,0.43142608,0.44802374,0.39468446,0.39486107,0.3934826,0.34861448,0.33943412,0.3426474,0.30542612,0.3268555,0.31807333,0.5061337,0.52273804,0.53464043,0.3609776,0.33354354,0.41365767,0.3295937,0.32910424,0.32249367
crib,cradle,8.55,,306,کرایہ,پادری,0.16337277,0.032645337,0.03976683,0.03909243,0.09034442,0.008580546,0.07215861,0.06012044,0.09949078,0.05008163,0.084363505,0.08068338,0.067751504,0.04582183,0.057451714,0.07979679,0.13223629,0.023787774,0.016022095,0.0675901,0.041214716,0.05737699,0.055471007,0.023370665
animal,person,3.05,,307,جانور,شخص,0.530849,0.5344246,0.49480942,0.46169785,0.4200939,0.39838356,0.41591638,0.39661986,0.35133114,0.38496926,0.35842285,0.33569187,0.3516496,0.35139272,0.3322589,0.5126878,0.4904126,0.44701225,0.414136,0.38003373,0.37584406,0.36337018,0.32727182,0.32073534
